Timestamp	e-bunch	X-rays
1/23/2016 20:41:30	72.24194892	108.4625636
1/23/2016 20:41:31	72.24194892	67.41428369
1/23/2016 20:41:35	84.36765607	67.41428369
1/23/2016 20:41:35	84.36765607	29.30179272
1/23/2016 20:41:39	77.00321765	29.30179272
1/23/2016 20:41:39	77.00321765	36.39065587
1/23/2016 20:41:53	87.17832757	36.39065587
1/23/2016 20:41:54	87.17832757	71.17570079
1/23/2016 20:41:57	86.91232731	71.17570079
1/23/2016 20:41:57	86.91232731	57.74107223
1/23/2016 20:42:02	79.45980003	57.74107223
1/23/2016 20:42:02	79.45980003	75.60947598
1/23/2016 20:42:07	79.87235258	75.60947598
1/23/2016 20:42:07	79.87235258	30.27351904
1/23/2016 20:42:11	93.34333335	30.27351904
1/23/2016 20:42:11	93.34333335	45.40110125
1/23/2016 20:42:16	78.35929804	45.40110125
1/23/2016 20:42:16	78.35929804	24.93100513
1/23/2016 20:42:20	78.6443753	24.93100513
1/23/2016 20:42:20	78.6443753	68.04735568
1/23/2016 20:42:24	94.20477265	68.04735568
1/23/2016 20:42:24	94.20477265	27.16743267
1/23/2016 20:42:29	84.75378418	27.16743267
1/23/2016 20:42:29	84.75378418	29.50032033
1/23/2016 20:42:33	88.47590059	29.50032033
1/23/2016 20:42:33	88.47590059	27.32280839
1/23/2016 20:42:57	122.7419883	27.32280839
1/23/2016 20:42:57	122.7419883	37.3194483
1/23/2016 20:43:01	112.467502	37.3194483
1/23/2016 20:43:01	112.467502	44.97745439
1/23/2016 20:43:05	104.7780691	44.97745439
1/23/2016 20:43:06	104.7780691	39.76678752
1/23/2016 20:43:10	99.97141927	39.76678752
1/23/2016 20:43:10	99.97141927	36.32014872
1/23/2016 20:43:14	88.3380394	36.32014872
1/23/2016 20:43:14	88.3380394	23.21529853
1/23/2016 20:43:18	97.99145379	23.21529853
1/23/2016 20:43:18	97.99145379	30.53526939
1/23/2016 20:43:23	94.59018913	30.53526939
1/23/2016 20:43:23	94.59018913	30.23100421
1/23/2016 20:43:27	96.2811795	30.23100421
1/23/2016 20:43:28	96.2811795	25.17794887
1/23/2016 20:43:32	93.80456779	25.17794887
1/23/2016 20:43:32	93.80456779	29.74262106
1/23/2016 20:43:36	83.64559168	29.74262106
1/23/2016 20:43:36	83.64559168	32.25125535
1/23/2016 20:43:41	67.06102174	32.25125535
1/23/2016 20:43:41	67.06102174	68.69297632
1/23/2016 20:43:46	43.62292476	68.69297632
1/23/2016 20:43:46	43.62292476	16.21166387
1/23/2016 20:43:50	44.74065596	16.21166387
1/23/2016 20:43:50	44.74065596	47.74554062
1/23/2016 20:43:54	37.61081072	47.74554062
1/23/2016 20:43:54	37.61081072	20.82389842
1/23/2016 20:43:58	47.29241261	20.82389842
1/23/2016 20:43:58	47.29241261	50.7748206
1/23/2016 20:44:02	59.12622307	50.7748206
1/23/2016 20:44:02	59.12622307	62.32989478
1/23/2016 20:44:07	57.54011372	62.32989478
1/23/2016 20:44:07	57.54011372	53.23248062
1/23/2016 20:44:12	64.02468171	53.23248062
1/23/2016 20:44:12	64.02468171	63.43671333
1/23/2016 20:44:16	71.52609385	63.43671333
1/23/2016 20:44:16	71.52609385	14.10139379
1/23/2016 20:44:21	68.3251405	14.10139379
1/23/2016 20:44:21	68.3251405	70.44092831
1/23/2016 20:44:26	75.02317355	70.44092831
1/23/2016 20:44:26	75.02317355	74.33860364
1/23/2016 20:44:30	75.43307849	74.33860364
1/23/2016 20:44:30	75.43307849	52.92573532
1/23/2016 20:44:34	76.78010504	52.92573532
1/23/2016 20:44:34	76.78010504	75.13932703
1/23/2016 20:44:39	81.27386285	75.13932703
1/23/2016 20:44:39	81.27386285	33.24719633
1/23/2016 20:44:43	88.4057639	33.24719633
1/23/2016 20:44:43	88.4057639	26.29812266
1/23/2016 20:44:47	97.9170627	26.29812266
1/23/2016 20:44:47	97.9170627	32.96831517
1/23/2016 20:44:52	94.95843746	32.96831517
1/23/2016 20:44:52	94.95843746	28.76562585
1/23/2016 20:44:56	101.1891997	28.76562585
1/23/2016 20:44:56	101.1891997	44.31134516
1/23/2016 20:45:02	96.1923861	44.31134516
1/23/2016 20:45:02	96.1923861	24.82593128
1/23/2016 20:45:06	99.68539347	24.82593128
1/23/2016 20:45:06	99.68539347	49.03712103
1/23/2016 20:45:10	93.88740647	49.03712103
1/23/2016 20:45:10	93.88740647	23.25747898
1/23/2016 20:45:15	89.87211192	23.25747898
1/23/2016 20:45:15	89.87211192	26.784631
1/23/2016 20:45:19	97.18811562	26.784631
1/23/2016 20:45:19	97.18811562	27.27459257
1/23/2016 20:45:24	94.33157141	27.27459257
1/23/2016 20:45:24	94.33157141	27.48812427
1/23/2016 20:45:28	97.36041645	27.48812427
1/23/2016 20:45:28	97.36041645	44.13272661
1/23/2016 20:45:33	87.97869422	44.13272661
1/23/2016 20:45:33	87.97869422	27.954181
1/23/2016 20:45:37	72.45005355	27.954181
1/23/2016 20:45:37	72.45005355	15.21765779
1/23/2016 20:45:42	66.05993303	15.21765779
1/23/2016 20:45:42	66.05993303	69.28571633
1/23/2016 20:45:46	67.78048797	69.28571633
1/23/2016 20:45:46	67.78048797	69.14332779
1/23/2016 20:45:51	61.71660581	69.14332779
1/23/2016 20:45:51	61.71660581	65.11100483
1/23/2016 20:45:55	71.39400532	65.11100483
1/23/2016 20:45:55	71.39400532	12.26941413
1/23/2016 20:45:59	68.56363606	12.26941413
1/23/2016 20:45:59	68.56363606	61.73529334
1/23/2016 20:46:04	68.48790347	61.73529334
1/23/2016 20:46:04	68.48790347	70.96891859
1/23/2016 20:46:08	70.2073419	70.96891859
1/23/2016 20:46:08	70.2073419	57.22157789
1/23/2016 20:46:12	69.46149107	57.22157789
1/23/2016 20:46:12	69.46149107	73.57366123
1/23/2016 20:46:16	65.11672568	73.57366123
1/23/2016 20:46:16	65.11672568	68.03589337
1/23/2016 20:46:21	65.84612139	68.03589337
1/23/2016 20:46:21	65.84612139	62.86775229
1/23/2016 20:46:25	60.12848668	62.86775229
1/23/2016 20:46:26	60.12848668	64.33678301
1/23/2016 20:46:29	63.17946602	64.33678301
1/23/2016 20:46:30	63.17946602	68.10858827
1/23/2016 20:46:33	71.85251455	68.10858827
1/23/2016 20:46:33	71.85251455	53.78061612
1/23/2016 20:46:38	65.80359509	53.78061612
1/23/2016 20:46:38	65.80359509	25.40457659
1/23/2016 20:46:42	68.55369551	25.40457659
1/23/2016 20:46:42	68.55369551	38.82182224
1/23/2016 20:46:46	69.61270343	38.82182224
1/23/2016 20:46:46	69.61270343	72.6963844
1/23/2016 20:46:51	64.26511212	72.6963844
1/23/2016 20:46:51	64.26511212	65.65382304
1/23/2016 20:46:56	78.71485264	65.65382304
1/23/2016 20:46:56	78.71485264	61.42241486
1/23/2016 20:47:00	66.17940821	61.42241486
1/23/2016 20:47:00	66.17940821	68.03042719
1/23/2016 20:47:07	62.02397	68.03042719
1/23/2016 20:47:07	62.02397	75.41504703
1/23/2016 20:47:12	59.4344775	75.41504703
1/23/2016 20:47:12	59.4344775	28.63093661
1/23/2016 20:47:17	63.52653276	28.63093661
1/23/2016 20:47:17	63.52653276	16.41380942
1/23/2016 20:47:28	63.8504532	16.41380942
1/23/2016 20:47:28	63.8504532	21.88283602
1/23/2016 20:47:33	59.89743606	21.88283602
1/23/2016 20:47:33	59.89743606	60.53956786
1/23/2016 20:47:37	61.72170332	60.53956786
1/23/2016 20:47:37	61.72170332	24.77480323
1/23/2016 20:47:42	62.11866767	24.77480323
1/23/2016 20:47:42	62.11866767	27.4515188
1/23/2016 20:47:47	62.28413884	27.4515188
1/23/2016 20:47:47	62.28413884	61.36703428
1/23/2016 20:47:51	70.90214406	61.36703428
1/23/2016 20:47:51	70.90214406	57.86913918
1/23/2016 20:47:55	65.84260427	57.86913918
1/23/2016 20:47:55	65.84260427	71.13579841
1/23/2016 20:48:00	66.98808598	71.13579841
1/23/2016 20:48:00	66.98808598	70.14800667
1/23/2016 20:48:04	68.39232008	70.14800667
1/23/2016 20:48:04	68.39232008	70.2799338
1/23/2016 20:48:08	64.65996815	70.2799338
1/23/2016 20:48:08	64.65996815	58.8804337
1/23/2016 20:48:12	61.74754046	58.8804337
1/23/2016 20:48:13	61.74754046	58.60860267
1/23/2016 20:48:17	63.4773017	58.60860267
1/23/2016 20:48:17	63.4773017	64.14534008
1/23/2016 20:48:21	68.13848878	64.14534008
1/23/2016 20:48:21	68.13848878	42.33183385
1/23/2016 20:48:25	64.33718351	42.33183385
1/23/2016 20:48:25	64.33718351	67.18354862
1/23/2016 20:48:30	64.1927742	67.18354862
1/23/2016 20:48:29	64.1927742	64.77712409
1/23/2016 20:48:34	62.88246874	64.77712409
1/23/2016 20:48:34	62.88246874	19.88821173
1/23/2016 20:48:38	69.81112576	19.88821173
1/23/2016 20:48:38	69.81112576	18.2394279
1/23/2016 20:48:42	63.16367424	18.2394279
1/23/2016 20:48:42	63.16367424	65.38995661
1/23/2016 20:48:47	67.65718363	65.38995661
1/23/2016 20:48:47	67.65718363	67.66940142
1/23/2016 20:48:51	62.60388557	67.66940142
1/23/2016 20:48:51	62.60388557	59.91019587
1/23/2016 20:48:56	66.44704294	59.91019587
1/23/2016 20:48:56	66.44704294	15.52627748
1/23/2016 20:48:59	71.43707263	15.52627748
1/23/2016 20:48:59	71.43707263	25.53234013
1/23/2016 20:49:04	71.56037219	25.53234013
1/23/2016 20:49:04	71.56037219	25.71764311
1/23/2016 20:49:08	70.84929622	25.71764311
1/23/2016 20:49:09	70.84929622	57.92756283
1/23/2016 20:49:12	64.24741671	57.92756283
1/23/2016 20:49:12	64.24741671	61.26397537
1/23/2016 20:49:17	79.01449183	61.26397537
1/23/2016 20:49:17	79.01449183	27.01899703
1/23/2016 20:49:21	69.97592354	27.01899703
1/23/2016 20:49:21	69.97592354	70.09300638
1/23/2016 20:49:25	66.9423266	70.09300638
1/23/2016 20:49:25	66.9423266	13.08347282
1/23/2016 20:49:30	80.59169078	13.08347282
1/23/2016 20:49:30	80.59169078	27.94346947
1/23/2016 20:49:34	74.44464022	27.94346947
1/23/2016 20:49:34	74.44464022	18.94360192
1/23/2016 20:49:39	76.02834713	18.94360192
1/23/2016 20:49:39	76.02834713	26.55622485
1/23/2016 20:49:44	71.034876	26.55622485
1/23/2016 20:49:44	71.034876	22.1293778
1/23/2016 20:49:48	70.46251426	22.1293778
1/23/2016 20:49:48	70.46251426	22.36755408
1/23/2016 20:49:52	76.50395977	22.36755408
1/23/2016 20:49:52	76.50395977	15.46631553
1/23/2016 20:49:56	64.55932759	15.46631553
1/23/2016 20:49:56	64.55932759	15.36335288
1/23/2016 20:50:01	70.96221711	15.36335288
1/23/2016 20:50:01	70.96221711	7.352458797
1/23/2016 20:50:05	70.13121973	7.352458797
1/23/2016 20:50:05	70.13121973	80.70385838
1/23/2016 20:50:09	72.62224984	80.70385838
1/23/2016 20:50:09	72.62224984	26.89700154
1/23/2016 20:50:14	72.83932899	26.89700154
1/23/2016 20:50:14	72.83932899	19.38980222
1/23/2016 20:50:18	68.37089412	19.38980222
1/23/2016 20:50:18	68.37089412	23.03090318
1/23/2016 20:50:22	74.07480035	23.03090318
1/23/2016 20:50:22	74.07480035	18.2006535
1/23/2016 20:50:27	74.05401475	18.2006535
1/23/2016 20:50:27	74.05401475	21.35365616
1/23/2016 20:50:31	61.7727986	21.35365616
1/23/2016 20:50:31	61.7727986	63.90776659
1/23/2016 20:50:36	73.27124103	63.90776659
1/23/2016 20:50:36	73.27124103	21.52941858
1/23/2016 20:50:40	70.31141528	21.52941858
1/23/2016 20:50:40	70.31141528	19.85944398
1/23/2016 20:50:45	76.60557757	19.85944398
1/23/2016 20:50:45	76.60557757	18.22443596
1/23/2016 20:50:49	67.5875246	18.22443596
1/23/2016 20:50:49	67.5875246	17.16346464
1/23/2016 20:50:54	74.9704061	17.16346464
1/23/2016 20:50:55	74.9704061	31.19108825
1/23/2016 20:50:59	77.99712761	31.19108825
1/23/2016 20:50:59	77.99712761	17.59481044
1/23/2016 20:51:04	74.96793556	17.59481044
1/23/2016 20:51:04	74.96793556	21.09383669
1/23/2016 20:51:07	70.82396146	21.09383669
1/23/2016 20:51:07	70.82396146	58.19734707
1/23/2016 20:51:12	69.15576849	58.19734707
1/23/2016 20:51:12	69.15576849	18.27552415
1/23/2016 20:51:17	74.04352296	18.27552415
1/23/2016 20:51:17	74.04352296	22.95688844
1/23/2016 20:51:21	71.84412654	22.95688844
1/23/2016 20:51:21	71.84412654	69.28086421
1/23/2016 20:51:26	74.72804464	69.28086421
1/23/2016 20:51:26	74.72804464	22.04221814
1/23/2016 20:51:30	70.47983283	22.04221814
1/23/2016 20:51:30	70.47983283	22.01131175
1/23/2016 20:51:34	69.29203622	22.01131175
1/23/2016 20:51:34	69.29203622	17.28000213
1/23/2016 20:51:38	72.78603845	17.28000213
1/23/2016 20:51:38	72.78603845	23.73861756
1/23/2016 20:51:42	68.56641925	23.73861756
1/23/2016 20:51:42	68.56641925	19.1054706
1/23/2016 20:51:46	77.59443671	19.1054706
1/23/2016 20:51:46	77.59443671	26.68452845
1/23/2016 20:51:50	68.10931064	26.68452845
1/23/2016 20:51:50	68.10931064	22.07928171
1/23/2016 20:51:55	76.26723319	22.07928171
1/23/2016 20:51:54	76.26723319	22.87632988
1/23/2016 20:51:59	69.68515177	22.87632988
1/23/2016 20:51:59	69.68515177	27.37719316
1/23/2016 20:52:03	78.35634733	27.37719316
1/23/2016 20:52:03	78.35634733	18.01442275
1/23/2016 20:52:07	74.91691835	18.01442275
1/23/2016 20:52:07	74.91691835	20.0321844
1/23/2016 20:52:12	63.13038182	20.0321844
1/23/2016 20:52:12	63.13038182	41.61341368
1/23/2016 20:52:16	70.64091711	41.61341368
1/23/2016 20:52:16	70.64091711	63.59449734
1/23/2016 20:52:20	69.3445654	63.59449734
1/23/2016 20:52:20	69.3445654	22.5062904
1/23/2016 20:52:25	75.47406508	22.5062904
1/23/2016 20:52:25	75.47406508	15.98836566
1/23/2016 20:52:29	68.88982509	15.98836566
1/23/2016 20:52:29	68.88982509	22.41853152
1/23/2016 20:52:33	75.71170886	22.41853152
1/23/2016 20:52:33	75.71170886	18.78206743
1/23/2016 20:52:37	72.92849563	18.78206743
1/23/2016 20:52:37	72.92849563	21.62160996
1/23/2016 20:52:42	72.70276937	21.62160996
1/23/2016 20:52:42	72.70276937	20.9277563
1/23/2016 20:52:46	70.30436316	20.9277563
1/23/2016 20:52:46	70.30436316	18.3770212
1/23/2016 20:52:50	71.63467416	18.3770212
1/23/2016 20:52:50	71.63467416	14.84932822
1/23/2016 20:52:55	67.80386675	14.84932822
1/23/2016 20:52:55	67.80386675	62.75476655
